bar,beer,price
Broken Tooth Brewing Company,Blind Pig Dunkelweizen,8.64
Broken Tooth Brewing Company,Porter,8.16
Broken Tooth Brewing Company,Alki Ale,9.19
Seven Brides Brewery,Clipper Gold Hefeweizen,6.69
Seven Brides Brewery,Pyramid Broken Rake,8.34
Seven Brides Brewery,Old Woody 2005,8.57
Seven Brides Brewery,Black Hook Porter,7.77
Seven Brides Brewery,Farm Frog,5.3
Seven Brides Brewery,Three Threads Porter,6.84
Seven Brides Brewery,Cream Stout,5.33
Seven Brides Brewery,Penitentiary Porter,6.73
Seven Brides Brewery,Whistling Pig Hefeweizen,6.48
Seven Brides Brewery,Tilted Kilt Ale,8.51
Newburyport Brewing Company,Sick Duck Imperial Stout,8.06
Newburyport Brewing Company,Mudshark Porter,6.46
Newburyport Brewing Company,Skibbereen Stout,7.86
Newburyport Brewing Company,Gale Force IPA,6.08
Newburyport Brewing Company,Oatmeal Stout,6.72
Newburyport Brewing Company,Baron Helles Bock,7.39
Newburyport Brewing Company,Grand Cru,8.31
Newburyport Brewing Company,Amber Ale,4.5
Newburyport Brewing Company,Nut Brown,5.58
Newburyport Brewing Company,Islander Pale Ale,7.23
Dry Dock Brewing Company,Nut Brown,5.49
Dry Dock Brewing Company,Mongoose IPA,6.66
Dry Dock Brewing Company,Puget Porter,7.75
Dry Dock Brewing Company,Snow Cap,6.72
Dry Dock Brewing Company,Old Bawdy 2006,6.92
Dry Dock Brewing Company,Winterhook Robust Winter Ale 2000,7.46
Dry Dock Brewing Company,Three Threads Porter,8.48
Dry Dock Brewing Company,Thornton Creel Ale,6.95
Dry Dock Brewing Company,Maibock,5.45
Dry Dock Brewing Company,Hefeweizen,8.76
Cans Bar and Canteen,Frosty Frog,6.37
Cans Bar and Canteen,Del Rio Lager,5.89
Cans Bar and Canteen,Perseus Porter,6.83
Cans Bar and Canteen,Flagship Red Alt Ale,7
Cans Bar and Canteen,Alembic Pale,6.81
Cans Bar and Canteen,Puget Brown Porter,5.31
Cans Bar and Canteen,Golden,6.56
Cans Bar and Canteen,Warminster Special Bitter,4.96
Cans Bar and Canteen,Loki,7.3
Cans Bar and Canteen,Barnstormer Brown Ale,6.55
Sprecher Brewing Company,Blind Pig Dunkelweizen,6.04
Sprecher Brewing Company,Extra Special Bitter,9.36
Sprecher Brewing Company,Thornton Creel Ale,4.85
Sprecher Brewing Company,ESB,4.52
Sprecher Brewing Company,Mongoose IPA,7.5
Sprecher Brewing Company,Yellowjacket Pale Ale,5.49
Sprecher Brewing Company,Wild Banshee Barleywine,6.61
Sprecher Brewing Company,Skibbereen Stout,6.23
Sprecher Brewing Company,Thunder Head IPA,5.74
Sprecher Brewing Company,Fauntleroy Stout,8.08
Wildwood Brewing Company,Pyramid Apricot Weizen,7.58
Wildwood Brewing Company,Hoptoberfest,5.8
Wildwood Brewing Company,Wild Salmon Pale Ale,5.97
Wildwood Brewing Company,10 Squared (10Â²),5.99
Wildwood Brewing Company,Two Frog Dubbel,7.92
Wildwood Brewing Company,Black Mulligan Dublin Stout,7.89
Wildwood Brewing Company,Irish Stout,5.17
Wildwood Brewing Company,Deep Powder Winter Ale,8.44
Wildwood Brewing Company,Weissbier,9.24
Wildwood Brewing Company,Double Black Stout,9.41
High Noon Saloon And Brewery,Dutch Girl Lager,8.67
High Noon Saloon And Brewery,Irish Style Ale,7.95
High Noon Saloon And Brewery,Cream Stout,6.87
High Noon Saloon And Brewery,Tilted Kilt Ale,9.3
High Noon Saloon And Brewery,Amber Ale,7.78
High Noon Saloon And Brewery,Kirkland Ale,5.61
High Noon Saloon And Brewery,Lava Rock Porter,5.7
High Noon Saloon And Brewery,Organic India Pale Ale,5.35
High Noon Saloon And Brewery,Spitfire Best Bitter,9.41
High Noon Saloon And Brewery,Porter,5.71
Woodchuck Hard Cider,Oatmeal Stout,7.74
Woodchuck Hard Cider,Pyramid Thunderhead IPA,7.82
Woodchuck Hard Cider,El Jefe Weizen Ale,5.59
Woodchuck Hard Cider,Nut Brown,5.15
Woodchuck Hard Cider,Firkin IPA,5.43
Woodchuck Hard Cider,Imperial Stout,6.04
Woodchuck Hard Cider,Wheat Beer,7.29
Woodchuck Hard Cider,WinterFish Ale,7.73
Woodchuck Hard Cider,Peacemaker Porter,9.42
Woodchuck Hard Cider,Fauntleroy Stout,8.13
Sea Dog Brewing Company,Cyclops Barleywine,4.96
Sea Dog Brewing Company,El Jefe Weizen Ale,6.93
Sea Dog Brewing Company,Bourbon Barrel Stout,7.03
Sea Dog Brewing Company,Peacemaker Porter,8.94
Sea Dog Brewing Company,Old Woody 2005,6.22
Sea Dog Brewing Company,Bourbon Barrel Stout,8.56
Sea Dog Brewing Company,Foster Child Australian Lager,7.57
Sea Dog Brewing Company,Humbles Blond Ale,9.39
Sea Dog Brewing Company,Industrial IPA,8.37
Sea Dog Brewing Company,ESB,7.78
Oskar Blues Brewery,Castaway Barley Wine Winter Ale,5.26
Oskar Blues Brewery,Afterburner IPA,6.44
Oskar Blues Brewery,Mt. Takhoma Blonde Ale,8.34
Oskar Blues Brewery,Monkfish Tripel,4.58
Oskar Blues Brewery,Castaway Barley Wine Winter Ale,7.22
Oskar Blues Brewery,Yellowjacket Pale Ale,7.12
Oskar Blues Brewery,Tilted Kilt Ale,9.21
Oskar Blues Brewery,Amber Ale,9.13
Oskar Blues Brewery,Thunder Head IPA,5.31
Oskar Blues Brewery,Black Mulligan Dublin Stout,4.85
Carolina Beer & Beverage,Double Diamond Winter,4.67
Carolina Beer & Beverage,Porter,5.25
Carolina Beer & Beverage,Avatar Jasmine IPA,9.43
Carolina Beer & Beverage,Irish Stout,9.02
Carolina Beer & Beverage,IPA,7.79
Carolina Beer & Beverage,Oak Stout,6.23
Carolina Beer & Beverage,Blacktop Porter,6.47
Carolina Beer & Beverage,Double Black Stout,5
Carolina Beer & Beverage,Pale Ale,6.85
Carolina Beer & Beverage,Wheat Beer,5.93
Krebs Brewing Company (Pete's Pl...,First Flight Amber Ale,9.12
Krebs Brewing Company (Pete's Pl...,Saison,8.5
Krebs Brewing Company (Pete's Pl...,Blind Pig Dunkelweizen,7.76
Krebs Brewing Company (Pete's Pl...,Nut Brown Ale,7.39
Krebs Brewing Company (Pete's Pl...,Mudshark Porter,8.08
Krebs Brewing Company (Pete's Pl...,Foster Child Australian Lager,4.71
Krebs Brewing Company (Pete's Pl...,Irish Stout,4.79
Krebs Brewing Company (Pete's Pl...,Homeport Blonde,7.67
Krebs Brewing Company (Pete's Pl...,WinterFish Ale,5.02
Krebs Brewing Company (Pete's Pl...,Heat Seeker Hefe,5.89
Warbird Brewing Company,Spiced Ale,4.86
Warbird Brewing Company,Organic Amber Ale,8.22
Warbird Brewing Company,Organic India Pale Ale,9.46
Warbird Brewing Company,Luna Weizen,8.94
Warbird Brewing Company,Sun Fest,6.49
Warbird Brewing Company,Krystal Weizen,5.07
Warbird Brewing Company,Scarlet Fire IPA,5.72
Warbird Brewing Company,Rat City IPA,8.79
Warbird Brewing Company,Faux Paddy Irish Ale,8.05
Warbird Brewing Company,Pale Ale,9.28
Mudshark Brewing Company,Sick Duck Imperial Stout,6.17
Mudshark Brewing Company,El Jefe Weizen Ale,8.94
Mudshark Brewing Company,Castaway Barley Wine Winter Ale,6.06
Mudshark Brewing Company,Best Bitter,8.12
Mudshark Brewing Company,Black Hook Porter,5.55
Mudshark Brewing Company,Driftwood Ale,9.02
Mudshark Brewing Company,Afterburner IPA,4.61
Mudshark Brewing Company,Thornton Creel Ale,6.51
Mudshark Brewing Company,Brown's Point ESB,8.18
Mudshark Brewing Company,Admiral ESB,6.74
Spilker Ales,Homeport Blonde,4.91
Spilker Ales,Old Rip Oatmeal Stout,6.93
Spilker Ales,Admiral ESB,6.98
Spilker Ales,Thunder Head IPA,7.64
Spilker Ales,Spitfire Best Bitter,6.75
Spilker Ales,Cream Stout,8.13
Spilker Ales,Salmon Bay E.S.B.,5.74
Spilker Ales,Pyramid Thunderhead IPA,9.2
Spilker Ales,Skibbereen Stout,6.17
Spilker Ales,Apricot Weizen Ale,6.8
Wingman Brewers,Whistling Pig Hefeweizen,5.35
Wingman Brewers,Curve Ball,4.86
Wingman Brewers,Kirkland Ale,6.04
Wingman Brewers,Hefeweizen,7.56
Wingman Brewers,Irish Style Ale,8.17
Wingman Brewers,India Pale Ale,6.1
Wingman Brewers,Baron Schwarzbier,9.11
Wingman Brewers,Penitentiary Porter,9.45
Wingman Brewers,SunRye,4.55
Wingman Brewers,Red Menace Big Amber,8.61
Kettle House Brewing Company,IPA,7.81
Kettle House Brewing Company,First Flight Amber Ale,4.54
Kettle House Brewing Company,Double Diamond Winter,8.47
Kettle House Brewing Company,Scotch brand Ale,8.67
Kettle House Brewing Company,Firehouse Red,7.23
Kettle House Brewing Company,Roza Reserve,7.66
Kettle House Brewing Company,Extra Special Bitter,5.56
Kettle House Brewing Company,Golden,7.92
Kettle House Brewing Company,Homeport Blonde,4.62
Kettle House Brewing Company,AK-47 Malt Liquor,9.45
Sherwood Forest Brewers,Clipper Gold Hefeweizen,4.55
Sherwood Forest Brewers,Wild Banshee Barleywine,8.76
Sherwood Forest Brewers,Ambrosia Maibock,6.75
Sherwood Forest Brewers,Elysian Fields Pale Ale,6.73
Sherwood Forest Brewers,Amber Weizen,8.98
Sherwood Forest Brewers,Fauntleroy Stout,4.68
Sherwood Forest Brewers,Alki Ale,9.18
Sherwood Forest Brewers,Amber Ale,7.22
Sherwood Forest Brewers,Steelie Brown Ale,6.23
Sherwood Forest Brewers,Troll Porter,8.8
Cottrell Brewing,Baron Helles Bock,4.87
Cottrell Brewing,Amber Ale,9.04
Cottrell Brewing,Elysian Fields Pale Ale,7.44
Cottrell Brewing,Icebreaker Barley Wine,6.12
Cottrell Brewing,Barnstormer Brown Ale,7.47
Cottrell Brewing,Homeport Blonde,8.97
Cottrell Brewing,Bottleworks IPA,7.53
Cottrell Brewing,Pinnacle Peak Pale Ale,4.98
Cottrell Brewing,Thornton Creel Ale,6.3
Cottrell Brewing,Puget Brown Porter,7.18
Arctic Craft Brewery,Imperial Pale,6.46
Arctic Craft Brewery,Possession Porter,7.37
Arctic Craft Brewery,Scotch brand Ale,7.39
Arctic Craft Brewery,Steelie Brown Ale,7.95
Arctic Craft Brewery,Baron Schwarzbier,9.47
Arctic Craft Brewery,Golden,8.94
Arctic Craft Brewery,Sick Duck Imperial Stout,6.63
Arctic Craft Brewery,Porter,8.26
Arctic Craft Brewery,Portage Bay Pilsener,8.94
Arctic Craft Brewery,Baron Helles Bock,7.49
Monkey Paw Pub & Brewery,Bock,5.37
Monkey Paw Pub & Brewery,Scarlet Fire IPA,8.13
Monkey Paw Pub & Brewery,Blacktop Porter,6.47
Monkey Paw Pub & Brewery,Foster Child Australian Lager,7.19
Monkey Paw Pub & Brewery,Irish Stout,8.63
Monkey Paw Pub & Brewery,Highwater Porter,8.95
Monkey Paw Pub & Brewery,I.M. Pale,5.46
Monkey Paw Pub & Brewery,Scarlet Fire IPA,5.95
Monkey Paw Pub & Brewery,Oak Stout,8.53
Monkey Paw Pub & Brewery,Nut Brown Ale,8.43
Crabtree Brewing Company,Porter,7.63
Crabtree Brewing Company,Jolly Roger,5.61
Crabtree Brewing Company,First Flight Amber Ale,5.09
Crabtree Brewing Company,Hart Espresso Stout,7.19
Crabtree Brewing Company,Foster Child Australian Lager,6.16
Crabtree Brewing Company,Kilt Lifter Scotch Ale,6.32
Crabtree Brewing Company,Pale Ale,6.43
Crabtree Brewing Company,Double Black Stout,7.25
Crabtree Brewing Company,Oak Stout,8.96
Crabtree Brewing Company,Farm Frog,7.76
Emerald City Beer Company,Bock,7.71
Emerald City Beer Company,Wheat Beer,4.73
Emerald City Beer Company,Perseus Porter,9.21
Emerald City Beer Company,Skibbereen Stout,5.27
Emerald City Beer Company,Pale Ale,5.95
Emerald City Beer Company,Blonde Ale,7.23
Emerald City Beer Company,Slam Dunkelweizen,8.11
Emerald City Beer Company,Three Threads Porter,6.9
Emerald City Beer Company,Pale Ale,7.2
Emerald City Beer Company,Gale Force IPA,4.62
Butcher's Brewing,The Wise ESB,8.42
Butcher's Brewing,Imperial Stout,6.16
Butcher's Brewing,Snow Melt Nitrogen Pale,7.79
Butcher's Brewing,Pyramid Apricot Weizen,8.46
Butcher's Brewing,India Pale Ale,9.45
Butcher's Brewing,Loki,4.64
Butcher's Brewing,Highwater Porter,8.6
Butcher's Brewing,IPA,7.35
Butcher's Brewing,SunRye,8.78
Butcher's Brewing,Bhagwan's Best IPA,9.1
New South Brewing Company,Sick Duck Imperial Stout,8.49
New South Brewing Company,Blonde Ale,6.27
New South Brewing Company,Blacktop Porter,9.05
New South Brewing Company,Troll Porter,5.72
New South Brewing Company,Catalina Common Lager,7.19
New South Brewing Company,Spiced Ale,7.23
New South Brewing Company,Baron Oktoberfest,8.29
New South Brewing Company,Cream Stout,9.13
New South Brewing Company,Amber Ale,5.21
New South Brewing Company,Sequoia Red,9.06
Big River Brewing Company,Humbles Blond Ale,7.77
Big River Brewing Company,Silk Lady,6.48
Big River Brewing Company,Free Bike Amber,8.46
Big River Brewing Company,Afterburner IPA,8.6
Big River Brewing Company,Yo Ho Ho Christmas Ale 2001,5.26
Big River Brewing Company,Lighthouse Ale,6.97
Big River Brewing Company,Riot Ale,8.81
Big River Brewing Company,Drawbridge Blonde,9.22
Big River Brewing Company,Winterhook Robust Winter Ale 2000,8.74
Big River Brewing Company,Cyclops Barleywine,7.47
Twisted Pine Brewing Company,Ambrosia Maibock,6.75
Twisted Pine Brewing Company,Pyramid Broken Rake,6.49
Twisted Pine Brewing Company,Riot Ale,8.94
Twisted Pine Brewing Company,Skagit Brown Ale,4.9
Twisted Pine Brewing Company,Barley Wine Ale,7.49
Twisted Pine Brewing Company,Frosty Frog,8.94
Twisted Pine Brewing Company,Wild Salmon Pale Ale,5.48
Twisted Pine Brewing Company,Skibbereen Stout,8.64
Twisted Pine Brewing Company,Peacemaker Porter,7.35
Twisted Pine Brewing Company,Frosty Frog,7.45
Flying Dog Brewery,Skagit Brown Ale,8.31
Flying Dog Brewery,Drawbridge Blonde,8.52
Flying Dog Brewery,Kirkland Ale,8.07
Flying Dog Brewery,Organic Amber Ale,7.24
Flying Dog Brewery,Trombipulator,5.5
Flying Dog Brewery,Double Diamond Winter,7.48
Flying Dog Brewery,Porter,8.23
Flying Dog Brewery,No Doubt Stout,6.64
Flying Dog Brewery,Drawbridge Blonde,7.54
Flying Dog Brewery,Drawbridge Blonde,8.82
Uncommon Brewers,Mt. Takhoma Blonde Ale,7.16
Uncommon Brewers,Porter,4.59
Uncommon Brewers,Curve Ball,6.88
Uncommon Brewers,India Pale Ale,8.9
Uncommon Brewers,Whistling Pig Hefeweizen,8.02
Uncommon Brewers,Firkin IPA,6.25
Uncommon Brewers,Steamer Glide Stout,6.93
Uncommon Brewers,Imperial Stout,9.23
Uncommon Brewers,Kilt Lifter Scotch Ale,6.97
Uncommon Brewers,Pyramid Broken Rake,8.37
Aspen Brewing Company,Oak Stout,8.15
Aspen Brewing Company,Black Hook Porter,5.75
Aspen Brewing Company,First Flight Amber Ale,9.49
Aspen Brewing Company,Golden,9.31
Aspen Brewing Company,El Jefe Weizen Ale,9.46
Aspen Brewing Company,Blonde Ale,5.56
Aspen Brewing Company,Skagit Brown Ale,9.2
Aspen Brewing Company,Nut Brown,8.9
Aspen Brewing Company,Tilted Kilt Ale,4.79
Aspen Brewing Company,N.W. Pale Ale,6.02
Triangle Brewing Company,Saison,6.57
Triangle Brewing Company,Golden Ale,9.41
Triangle Brewing Company,N.W. Pale Ale,7.18
Triangle Brewing Company,The Immortal IPA,8.09
Triangle Brewing Company,Nut Brown,7.74
Triangle Brewing Company,Pale Ale,5.65
Triangle Brewing Company,Castaway Barley Wine Winter Ale,6.57
Triangle Brewing Company,Troll Porter,5.87
Triangle Brewing Company,Bourbon Barrel Stout,9.19
Triangle Brewing Company,Light,8.71
Bomb Beer Company,Castaway Barley Wine Winter Ale,6.44
Bomb Beer Company,Black Mulligan Dublin Stout,5.22
Bomb Beer Company,Hefeweizen,4.73
Bomb Beer Company,Oktoberfest,4.6
Bomb Beer Company,Redhook Long Hammer IPA,6.27
Bomb Beer Company,Wee Heavy Winter Ale,6.18
Bomb Beer Company,LaConner Pilsener,5.88
Bomb Beer Company,Blonde Ale,9.36
Bomb Beer Company,Firehouse Red,4.5
Bomb Beer Company,Traditional ESB,6.85
Churchkey Can Company,Scarlet Fire IPA,8.52
Churchkey Can Company,SunRye,5.98
Churchkey Can Company,Wild Salmon Pale Ale,5.4
Churchkey Can Company,India Pale Ale,4.62
Churchkey Can Company,Scotch brand Ale,4.61
Churchkey Can Company,Detonator Doppelbock,8.83
Churchkey Can Company,Sun Fest,8.93
Churchkey Can Company,Baron Pilsner,8.02
Churchkey Can Company,Snow Cap,8.33
Churchkey Can Company,Weissbier,9.24
Intuition Ale Works,Pale Ale,8.63
Intuition Ale Works,Moss Bay Extra,5.28
Intuition Ale Works,Scarlet Fire IPA,8.91
Intuition Ale Works,Dutch Girl Lager,6.06
Intuition Ale Works,Tacoma Brew,6.84
Intuition Ale Works,Hefeweizen,6.02
Intuition Ale Works,Three Threads Porter,7.56
Intuition Ale Works,Oktoberfest,9.28
Intuition Ale Works,Perseus Porter,5.47
Intuition Ale Works,Penitentiary Porter,4.86
Asheville Brewing Company,Pilsner,6.86
Asheville Brewing Company,Humbles Blond Ale,5.01
Asheville Brewing Company,Warminster Special Bitter,7.15
Asheville Brewing Company,Blacktop Porter,7.9
Asheville Brewing Company,Organic Amber Ale,5.47
Asheville Brewing Company,The Wise ESB,5.94
Asheville Brewing Company,Firkin IPA,7.06
Asheville Brewing Company,Foster Child Australian Lager,7.83
Asheville Brewing Company,Farm Frog,5.75
Asheville Brewing Company,El Jefe Weizen Ale,5.91
Northwoods Brewpub,Loki,9.08
Northwoods Brewpub,Brown's Point ESB,7.93
Northwoods Brewpub,Humbles Blond Ale,5.4
Northwoods Brewpub,Brown's Point ESB,5.72
Northwoods Brewpub,XXXXX Stout,7.34
Northwoods Brewpub,Steamer Glide Stout,5.51
Northwoods Brewpub,Winterhook Robust Winter Ale 1993,5.41
Northwoods Brewpub,Flagship Red Alt Ale,7.38
Northwoods Brewpub,Silk Lady,5.09
Northwoods Brewpub,Traditional ESB,8.7
Buckbean Brewing Company,Rye,7.32
Buckbean Brewing Company,Mudshark Porter,4.84
Buckbean Brewing Company,Red Card Lager,7.26
Buckbean Brewing Company,Pale Ale,9.28
Buckbean Brewing Company,IPA,7
Buckbean Brewing Company,Atlas Amber Ale,7.01
Buckbean Brewing Company,5 |000 Year Ale,7.85
Buckbean Brewing Company,WinterFish Ale,6.67
Buckbean Brewing Company,AK-47 Malt Liquor,6.76
Buckbean Brewing Company,Maibock,7.66
Dolores River Brewery,Afterburner IPA,5.61
Dolores River Brewery,Industrial IPA,7.75
Dolores River Brewery,Irish Style Ale,4.76
Dolores River Brewery,Weisse,7.67
Dolores River Brewery,Cyclops Barleywine,6.15
Dolores River Brewery,Pyramid Hefe Weizen,4.76
Dolores River Brewery,Winterhook Robust Winter Ale 2000,7.54
Dolores River Brewery,Golden,5.98
Dolores River Brewery,Curve Ball,8.65
Dolores River Brewery,Terminator Stout,7.89
Flat Rock Brewing Company,Puget Porter,7.86
Flat Rock Brewing Company,AK-47 Malt Liquor,6.13
Flat Rock Brewing Company,India Pale Ale,6.4
Flat Rock Brewing Company,Amber Ale,6.29
Flat Rock Brewing Company,Irish Style Ale,6.61
Flat Rock Brewing Company,ESB,5.43
Flat Rock Brewing Company,Belgian White,9.24
Flat Rock Brewing Company,Barleywine,8.18
Flat Rock Brewing Company,Zephyrus Pilsner,9.12
Flat Rock Brewing Company,ESB,7.54
Abita Brewing Company,Wee Heavy Winter Ale,7.04
Abita Brewing Company,Roza Reserve,7.91
Abita Brewing Company,Coal Creek Porter,6.99
Abita Brewing Company,Avatar Jasmine IPA,6.21
Abita Brewing Company,Steelie Brown Ale,7.93
Abita Brewing Company,Mt. Takhoma Blonde Ale,5.23
Abita Brewing Company,Atlas Amber Ale,9.15
Abita Brewing Company,WinterFish Ale,5.1
Abita Brewing Company,Lava Rock Porter,8.18
Abita Brewing Company,Dry Hopped IPA,9.1
Mammoth Brewing Company,Porter,6.43
Mammoth Brewing Company,IPA,6.19
Mammoth Brewing Company,Prime Time Pale Ale,9.21
Mammoth Brewing Company,Industrial IPA,5.87
Mammoth Brewing Company,Belgian White,7.56
Mammoth Brewing Company,Oak Stout,8.44
Mammoth Brewing Company,Pyramid Apricot Weizen,6.17
Mammoth Brewing Company,Porter,4.85
Mammoth Brewing Company,Fauntleroy Stout,5.94
Mammoth Brewing Company,Winterhook Robust Winter Ale 1993,8.3
Harvest Moon Brewing Company,Apricot Weizen Ale,6.31
Harvest Moon Brewing Company,Mt. Takhoma Blonde Ale,8.84
Harvest Moon Brewing Company,Bottleworks IPA,6.55
Harvest Moon Brewing Company,No Doubt Stout,5.58
Harvest Moon Brewing Company,Elysian Fields Pale Ale,9.34
Harvest Moon Brewing Company,Free Bike Amber,5.6
Harvest Moon Brewing Company,Irish Stout,9.22
Harvest Moon Brewing Company,Baron Helles Bock,7.28
Harvest Moon Brewing Company,Irish Style Ale,5.69
Harvest Moon Brewing Company,Icebreaker Barley Wine,5.3
Grand Canyon Brewing Company,Trombipulator,6.28
Grand Canyon Brewing Company,BiFrÃ¶st Winter Ale,8.7
Grand Canyon Brewing Company,Red Card Lager,5.94
Grand Canyon Brewing Company,10 Squared (10Â²),8.17
Grand Canyon Brewing Company,Moss Bay Extra,5.23
Grand Canyon Brewing Company,Peacemaker Porter,5.11
Grand Canyon Brewing Company,Elysian Fields Pale Ale,9.21
Grand Canyon Brewing Company,Admiral ESB,9.11
Grand Canyon Brewing Company,Kirkland Ale,6.69
Grand Canyon Brewing Company,Nut Brown,5.96
Lewis and Clark Brewing Company,Curve Ball,7.49
Lewis and Clark Brewing Company,Icebreaker Barley Wine,6.4
Lewis and Clark Brewing Company,WinterFish Ale,9.22
Lewis and Clark Brewing Company,Cream Stout,6.25
Lewis and Clark Brewing Company,Maibock,6.22
Lewis and Clark Brewing Company,Hoptoberfest,9.43
Lewis and Clark Brewing Company,Hefeweizen,7.47
Lewis and Clark Brewing Company,Belgian White,6.42
Lewis and Clark Brewing Company,Danger Ale,5.78
Lewis and Clark Brewing Company,Organic Amber Ale,8.88
Dundee Brewing Company,Nut Brown Ale,9.13
Dundee Brewing Company,WinterFish Ale,5.47
Dundee Brewing Company,Nebraska Bitter,4.91
Dundee Brewing Company,India Pale Ale,5.34
Dundee Brewing Company,Blind Pig Dunkelweizen,4.93
Dundee Brewing Company,Hefeweizen,4.71
Dundee Brewing Company,Dutch Girl Lager,5.91
Dundee Brewing Company,ESB,4.61
Dundee Brewing Company,ESB,7.11
Dundee Brewing Company,Alki Ale,7.62
Twin Lakes Brewing Company,Leviathan 2004,5.12
Twin Lakes Brewing Company,Firkin IPA,9.15
Twin Lakes Brewing Company,Prime Time Pale Ale,7.5
